target,precursor_ids,doi,year,type
LiCa9ZnP7O28,"220,1005,360,983",10.1007/s00339-012-6928-0,2012,train
CaTi4Cu3O12,"759,818,983",10.1007/s10854-013-1651-y,2014,train
Ca0.925Ti4Cu3Bi0.05O12,"759,192,818,983",10.1007/s10854-013-1651-y,2014,train
Ca0.85Ti4Cu3Bi0.1O12,"759,192,818,983",10.1007/s10854-013-1651-y,2014,train
Ca0.775Ti4Cu3Bi0.15O12,"759,192,818,983",10.1007/s10854-013-1651-y,2014,train
Ca0.7Ti4Cu3Bi0.2O12,"759,192,818,983",10.1007/s10854-013-1651-y,2014,train
Na0.47Ba0.06TiBi0.47O3,"40,951,192,759",10.1007/s10854-014-1762-0,2014,train
Ba0.0195Na0.1528Sr0.0083Ti0.3333Bi0.1528O1,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Ba0.019Na0.1488Sr0.0167Ti0.3333Bi0.1488O1,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Na0.423Ba0.054Sr0.1TiBi0.423O3,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Ba0.017Na0.1332Sr0.05Ti0.3333Bi0.1332O1,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Na0.376Ba0.048Sr0.2TiBi0.376O3,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Ba0.015Na0.1175Sr0.0833Ti0.3333Bi0.1175O1,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
Na0.329Ba0.042Sr0.3TiBi0.329O3,"40,951,192,759,300",10.1007/s10854-014-1762-0,2014,train
SrTi0.8Fe0.2O3,"289,759,300",10.1007/s10853-006-0299-x,2006,train
Fe0.3333Bi0.3333O1,"192,289",10.1007/s10853-012-6909-x,2013,train
V1.8Cu0.2Bi4O10.7,"560,818,192",10.1007/s10853-012-6909-x,2013,train
V0.1818Bi0.3636O1,"560,192",10.1007/s10853-012-6909-x,2013,train
Ce0.03Y2.97Al5O12,"865,671,412",10.1007/s10854-012-0659-z,2012,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s11661-008-9622-2,2008,train
Ba0.3333Zr0.3333O1,"40,3",10.1007/s11661-008-9622-2,2008,train
BaTiO3,"40,759",10.1007/s11661-008-9622-2,2008,train
BaZr0.05Ti0.95O3,"40,759,3",10.1007/s11661-008-9622-2,2008,train
Ba0.3333Zr0.0333Ti0.3O1,"40,759,3",10.1007/s11661-008-9622-2,2008,train
LaMn0.5Co0.5O3,"881,824,559",10.1007/s10854-016-4737-5,2016,train
Mn2.34Ni0.66O4,"78,559",10.1007/s10854-016-4737-5,2016,train
Pr2ZrZnO6,"3,220,455",10.1007/s10854-013-1416-7,2013,train
Sc0.9Fe0.1F3,"536,289,699",10.1038/ncomms14441,2017,test
RhSb3,"146,166",10.1038/ncomms7489,2015,train
IrSb3,"146,274",10.1038/ncomms7489,2015,train
CoSb3,"146,1020",10.1038/ncomms7489,2015,train
Na0.667Mn0.5Fe0.5O2,"507,289,567",10.1038/nmat3309,2012,train
NaMn0.5Fe0.5O2,"507,289,567",10.1038/nmat3309,2012,train
Yb0.003Co4Sb12.012,"146,1020,592",10.1038/nmat4430,2015,val
Yb0.3Co4Sb12.012,"146,1020,592",10.1038/nmat4430,2015,val
Ba0.25La0.25Ga0.25O1,"40,824,593",10.1038/nmat2039,2007,train
Ba0.3077La0.2051Ga0.2564O1,"40,824,593",10.1038/nmat2039,2007,train
Sr3Fe24Co2O41,"289,291,300",10.1038/nmat2826,2010,train
CeNiAs,"583,657,726",10.1038/nmat3991,2014,train
Ba3Ti4Nb4O21,"526,759,40",10.1007/s10854-007-9439-6,2008,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-011-0571-y,2012,train
BaHf0.1Ti0.9O3,"40,759,516",10.1007/s10854-012-0924-1,2013,train
BaHf0.1Zr0.02Ti0.88O3,"40,759,3,516",10.1007/s10854-012-0924-1,2013,train
BaHf0.1Zr0.04Ti0.86O3,"40,759,3,516",10.1007/s10854-012-0924-1,2013,train
BaHf0.1Zr0.1Ti0.8O3,"40,759,3,516",10.1007/s10854-012-0924-1,2013,train
Nb0.25Bi0.25O1,"192,526",10.1007/s10854-008-9674-5,2009,train
Fe2Ni0.2Cu0.2Zn0.6O4,"289,818,220,152",10.1007/s10854-013-1464-z,2013,train
Mg4Nb2O9,"526,835",10.1007/s10854-013-1283-2,2013,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-008-9774-2,2009,train
Na0.5YTiMnBi0.5O6,"951,192,865,759,242",10.1007/s10854-009-9922-3,2010,train
Zr0.8TiSn0.2O4,"3,759,248",10.1007/s10854-013-1276-1,2013,train
LaTi2Al9O19,"759,824,671",10.1007/s10854-014-2212-8,2014,train
La3Ti5Al15O37,"759,824,671",10.1007/s10854-014-2212-8,2014,train
Y1.7Fe0.3O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Y1.8Fe0.2O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Y1.85Fe0.15O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Y1.95Fe0.05O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Y1.75Fe0.25O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Y1.9Fe0.1O3,"865,289",10.1007/s10854-011-0573-9,2012,train
Pr2Ti2SiO9,"663,759,746",10.1007/s10854-011-0310-4,2011,train
Nd2Ti2SiO9,"759,184,746",10.1007/s10854-011-0310-4,2011,train
La2Ti2SiO9,"759,824,746",10.1007/s10854-011-0310-4,2011,train
FeBiO3,"289,192",10.1007/s10854-012-0624-x,2012,train
Ti0.005Fe0.995BiO3.002,"289,759,192",10.1007/s10854-012-0624-x,2012,train
Ti0.01Fe0.99BiO3.005,"289,759,192",10.1007/s10854-012-0624-x,2012,train
Ti0.05Fe0.95BiO3.025,"289,759,192",10.1007/s10854-012-0624-x,2012,train
Ti0.1Fe0.9BiO3.05,"289,759,192",10.1007/s10854-012-0624-x,2012,train
Ca3Sm4Ti7TaNbO28,"114,759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca3Sm4Ti7Nb2O28,"759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca5Sm2Ti5Nb4O28,"759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca3Sm4Ti7Ta1.5Nb0.5O28,"114,759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca4Sm3Ti6Nb3O28,"759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca5Sm2Ti5Ta4O28,"114,759,754,983",10.1007/s10854-011-0338-5,2011,train
Ca3Sm4Ti7Ta0.5Nb1.5O28,"114,759,754,526,983",10.1007/s10854-011-0338-5,2011,train
Ca4Sm3Ti6Ta3O28,"114,759,754,983",10.1007/s10854-011-0338-5,2011,train
Ca3Sm4Ti7Ta2O28,"114,759,754,983",10.1007/s10854-011-0338-5,2011,train
Ba4LaTiNb3O15,"40,759,824,526",10.1007/s10854-007-9383-5,2008,train
Ba4LaTiTaNb2O15,"40,114,759,824,526",10.1007/s10854-007-9383-5,2008,train
Ba4LaTiTa2NbO15,"40,114,759,824,526",10.1007/s10854-007-9383-5,2008,train
Ba4LaTiTa3O15,"40,114,759,824",10.1007/s10854-007-9383-5,2008,train
Ga0.6667S1,"1011,222",10.1038/srep01286,2013,train
In0.6667S1,"222,425",10.1038/srep01286,2013,train
CuInS2,"228,222,425",10.1038/srep01286,2013,train
CuGaS2,"228,1011,222",10.1038/srep01286,2013,train
NdTi3FeBi4O15,"192,289,759,184",10.1038/srep43540,2017,val
NdTi3Fe0.9Co0.1Bi4O15,"192,289,759,184,881",10.1038/srep43540,2017,val
NdTi3Fe0.7Co0.3Bi4O15,"192,289,759,184,881",10.1038/srep43540,2017,val
NdTi3Fe0.5Co0.5Bi4O15,"192,289,759,184,881",10.1038/srep43540,2017,val
NdTi3Fe0.3Co0.7Bi4O15,"192,289,759,184,881",10.1038/srep43540,2017,val
NdTi3Fe0.1Co0.9Bi4O15,"192,289,759,184,881",10.1038/srep43540,2017,val
NdTi3CoBi4O15,"192,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5Fe2Bi7O27,"192,289,759,184",10.1038/srep43540,2017,val
Nd2Ti5Fe1.8Co0.2Bi7O27,"192,289,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5Fe1.4Co0.6Bi7O27,"192,289,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5FeCoBi7O27,"192,289,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5Fe0.6Co1.4Bi7O27,"192,289,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5Fe0.2Co1.8Bi7O27,"192,289,759,184,881",10.1038/srep43540,2017,val
Nd2Ti5Co2Bi7O27,"192,759,184,881",10.1038/srep43540,2017,val
Li0.5833La0.25Zr0.1667O1,"1005,824,3",10.1038/srep18053,2016,train
Li0.5833La0.25Zr0.1667O1,"1005,824,3",10.1038/srep18053,2016,train
Ba0.2833Ca0.05Zr0.0333Ti0.3O1,"40,759,3,983",10.1038/srep32164,2016,train
Ba0.33Ca0.0033Zr0.0067Ti0.3267O1,"40,759,3,983",10.1038/srep32164,2016,train
Sr3Ir2O7,"958,300",10.1038/ncomms4377,2014,train
La0.0625Ti0.25Bi0.2708O1,"192,759,824",10.1038/s41598-017-03266-y,2017,train
Li0.25Mn0.5O1,"1005,559",10.1038/ncomms3437,2013,train
Tb2Hf2O7,"84,516",10.1038/s41467-017-00905-w,2017,test
Ba2CeIrO6,"40,274,412",10.1038/ncomms12363,2016,train
Ba2YIrO6,"40,865,274",10.1038/ncomms12363,2016,train
Ba2TbIrO6,"40,274,84",10.1038/ncomms12363,2016,train
Ba2PrIrO6,"40,663,274",10.1038/ncomms12363,2016,train
Ba2NdIrO6,"40,274,184",10.1038/ncomms12363,2016,train
Ba2LaIrO6,"40,274,824",10.1038/ncomms12363,2016,train
Na1P0.3333,"776,499",10.1038/ncomms10308,2016,train
TiCu99,"972,228",10.1038/ncomms7567,2015,train
Ti3Cu97,"972,228",10.1038/ncomms7567,2015,train
Ti5Cu95,"972,228",10.1038/ncomms7567,2015,train
Ti7Cu93,"972,228",10.1038/ncomms7567,2015,train
Ti9Cu91,"972,228",10.1038/ncomms7567,2015,train
NdFe0.9Ni0.1O3,"289,184,152",10.1007/s10008-017-3654-8,2017,train
LiFePO4,"213,360,745,1010",10.1007/s10008-009-0905-3,2010,train
Na0.2857Mo0.2857O1,"951,208",10.1007/s10008-016-3153-3,2016,train
Li0.25Mn0.5O1,"1005,567",10.1007/s10008-007-0391-4,2008,train
Li0.25Mn0.5O1,"1005,242",10.1007/s10800-009-9903-5,2009,train
LaCrO3,"437,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.99Co0.01O3,"437,824,881",10.1007/s10853-017-1773-3,2018,train
LaCr0.95Co0.05O3,"437,824,881",10.1007/s10853-017-1773-3,2018,train
LaCr0.9Co0.1O3,"437,824,881",10.1007/s10853-017-1773-3,2018,train
LaCr0.99Pd0.01O3,"28,437,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.95Pd0.05O3,"28,437,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.9Pd0.1O3,"28,437,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.99Ir0.01O3,"437,958,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.95Ir0.05O3,"437,958,824",10.1007/s10853-017-1773-3,2018,train
LaCr0.9Ir0.1O3,"437,958,824",10.1007/s10853-017-1773-3,2018,train
La0.3333Cr0.3333O1,"437,824",10.1007/s10853-017-1773-3,2018,train
Na0.1944Nb0.2778Bi0.1389O1,"951,192,526",10.1007/s10854-007-9547-3,2008,train
Gd0.89Nd0.01La0.1NbO4,"526,824,729,184",10.1007/s00339-017-1227-4,2017,train
NiSb2O6,"812,152",10.1007/s00339-017-1231-8,2017,train
Fe0.5Ni0.25O1,"289,152",10.1007/s00339-017-1259-9,2017,train
Fe0.5Co0.25O1,"289,291",10.1007/s00339-017-1259-9,2017,train
Ca9LaP7O28,"360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.1La0.9P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.2La0.8P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.3La0.7P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.4La0.6P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.5La0.5P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.6La0.4P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.7La0.3P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.8La0.2P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9Eu0.9La0.1P7O28,"226,360,824,983",10.1007/s00339-017-1226-5,2017,val
Ca9EuP7O28,"226,360,983",10.1007/s00339-017-1226-5,2017,val
BaHf0.05Ti0.9Co0.05O3,"40,881,759,516",10.1007/s00339-014-8350-2,2014,train
Sr3Dy0.1Sc0.9P3O12,"32,360,300,699",10.1007/s10854-017-7949-4,2018,test
Sr3Dy0.13Sc0.87P3O12,"32,360,300,699",10.1007/s10854-017-7949-4,2018,test
Li0.47Zr0.11Fe2.15Zn0.27O4,"607,1005,220,289",10.1007/s10854-016-5639-2,2017,test
BaAl2Si2O8,"40,671,746",10.1007/s11663-016-0642-9,2016,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s00339-017-1294-6,2017,train
BaTiO3,"40,759",10.1007/s00339-017-1294-6,2017,train
Fe2Co0.65Zn0.35O4,"289,291,220",10.1007/s00339-017-1329-z,2017,train
Mo0.1Fe1.9Co0.65Zn0.35O4,"289,291,220,208",10.1007/s00339-017-1329-z,2017,train
Mo0.2Fe1.8Co0.65Zn0.35O4,"289,291,220,208",10.1007/s00339-017-1329-z,2017,train
Na0.1667Ti0.3333Bi0.1667O1,"951,759,192",10.1007/s10853-017-1611-7,2018,train
Ba0.5Ti0.5Bi0.5O3,"40,192,759",10.1007/s10854-014-1844-z,2014,train
Ba0.5La0.05Ti0.5Bi0.45O3,"40,192,759,824",10.1007/s10854-014-1844-z,2014,train
Ba0.5La0.1Ti0.5Bi0.4O3,"40,192,759,824",10.1007/s10854-014-1844-z,2014,train
Ba0.5La0.15Ti0.5Bi0.35O3,"40,192,759,824",10.1007/s10854-014-1844-z,2014,train
Ca0.3333Zr0.3333O1,"983,3",10.1007/s10854-017-8156-z,2018,train
Ba2Zr0.85TiNb0.15O6.1,"40,759,3,526",10.1007/s10854-006-9055-x,2007,train
BaZr0.85Nb0.15O3,"40,3,526",10.1007/s10854-006-9055-x,2007,train
Ba5LaTi3Ta7O30,"40,759,824,114",10.1007/s10854-006-9007-5,2006,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-017-7659-y,2017,train
Ti0.1Al1.8O2.9,"759,671",10.1007/s10854-017-8151-4,2018,test
Ti0.1MnAl1.8O4.9,"759,671,559",10.1007/s10854-017-8151-4,2018,test
Ca0.0833Ti0.3333Cu0.25O1,"759,818,983",10.1007/s10854-016-4418-4,2016,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-017-8154-1,2018,train
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-017-8154-1,2018,train
Ca0.3333Ti0.3333O1,"759,983",10.1007/s10854-016-5417-1,2016,train
SmAlO3,"671,754",10.1007/s10854-016-5417-1,2016,train
Sr2.99Al2O6,"671,300",10.1007/s10854-014-1887-1,2014,train
Sr2.94Al2O6,"671,300",10.1007/s10854-014-1887-1,2014,train
LaNiO3,"824,78",10.1007/s10854-007-9150-7,2007,train
Ba0.2Sr0.1333Ti0.3333O1,"40,759,300",10.1007/s10854-007-9150-7,2007,train
Ca0.02Mg0.35Ti1.02Zn0.65O3.06,"759,835,1024,220",10.1007/s10854-017-7584-0,2017,test
NdTiVBi2O9,"192,560,759,184",10.1007/s10854-017-7667-y,2017,test
Sr0.2857Al0.2857Si0.1429O1,"671,300,746",10.1007/s10854-015-3691-y,2015,train
Sr2MgSi2O7,"835,300,746",10.1007/s10854-014-2337-9,2014,train
Na2Ca5Y3SiP5O24F2,"163,398,865,360,983",10.1007/s10854-016-5212-z,2016,val
Ba0.3333Ti0.3333O1,"40,759",10.1007/s10854-014-2555-1,2015,train
LiSbO3,"1005,273",10.1007/s10854-012-0964-6,2013,train
Li0.1Zn0.15Ge0.1Bi0.4O1,"220,1005,192,798",10.1007/s10853-010-4915-4,2011,train
Nd2Mo4O15,"208,184",10.1007/s10854-012-1018-9,2013,train
Sm2Mo4O15,"754,208",10.1007/s10854-012-1018-9,2013,train
V0.3158Te0.1053O1,"560,438",10.1007/s10853-009-3814-z,2009,train
Ca0.8Sm0.133TiO3,"754,759,983",10.1007/s10854-017-8035-7,2018,train
Mg2SiO4,"835,746",10.1007/s10854-017-8035-7,2018,train
Li0.06Mg1.88SiBi0.06O4,"835,192,1005,746",10.1007/s10854-017-8035-7,2018,train
Ba0.75Sr0.25TiO3,"759,300,40",10.1007/s10854-017-7759-8,2017,train
MnFe2O4,"242,331",10.1007/s10854-017-8171-0,2018,train
MnFe2O4,"242,331",10.1007/s10854-017-8171-0,2018,train
Mo0.01MnFe1.99O4,"52,242,331",10.1007/s10854-017-8171-0,2018,train
Mo0.03MnFe1.97O4,"52,242,331",10.1007/s10854-017-8171-0,2018,train
Mo0.04MnFe1.96O4,"52,242,331",10.1007/s10854-017-8171-0,2018,train
Mo0.05MnFe1.95O4,"52,242,331",10.1007/s10854-017-8171-0,2018,train
Sr0.3333Ti0.3333O1,"759,300",10.1007/s10854-017-8123-8,2018,train
Ba4Sm9.3Ti18O54,"40,759,754",10.1007/s10854-017-7607-x,2017,test
Ba4Sm8.37Ce0.93Ti18O54,"40,759,754,412",10.1007/s10854-017-7607-x,2017,test
Ba4Sm4.65Ce4.65Ti18O54,"40,759,754,412",10.1007/s10854-017-7607-x,2017,test
Ba4Sm0.93Ce8.37Ti18O54,"40,759,754,412",10.1007/s10854-017-7607-x,2017,test
Mo2Zn3O9,"220,208",10.1007/s10854-017-8100-2,2018,test
FeBiO3,"289,192",10.1007/s10854-017-8143-4,2018,train
Zr0.05Fe0.95BiO3,"3,289,192",10.1007/s10854-017-8143-4,2018,train
Zr0.1Fe0.9BiO3,"3,289,192",10.1007/s10854-017-8143-4,2018,train
Zr0.2Fe0.8BiO3,"3,289,192",10.1007/s10854-017-8143-4,2018,train
Zr0.3Fe0.7BiO3,"3,289,192",10.1007/s10854-017-8143-4,2018,train
SrFe12O19,"289,300",10.1007/s10854-017-7722-8,2017,train
Sr0.65La0.35Fe11.65Ni0.35O19,"289,824,78,300",10.1007/s10854-017-7722-8,2017,train
Ca4La2Ti5O17,"759,824,983",10.1007/s10854-007-9503-2,2008,train
Sc0.333Mo0.667BiO4,"699,208,192",10.1007/s10854-017-8090-0,2018,test
Ba0.3333Zr0.0167Ti0.3167O1,"40,759,3",10.1007/s10854-017-7617-8,2017,train
Y3ZnAl3SiO12,"865,220,671,746",10.1007/s10854-017-7573-3,2017,test
Zn0.5Sn0.25O1,"220,248",10.1007/s10854-017-7600-4,2017,train
Nb0.3333Zn0.1667O1,"526,220",10.1007/s10854-017-8129-2,2018,train
Nb0.3333Zn0.1667O1,"526,220",10.1007/s10854-017-8129-2,2018,train
Ba0.3333Nb0.2223Zn0.111O1,"526,40,220",10.1007/s10854-017-8129-2,2018,train
Nb0.3333Zn0.1667O1,"526,220",10.1007/s10854-017-8129-2,2018,train
Ba0.3333Bi0.3333O1,"40,192",10.1007/s10854-006-0043-y,2006,train
Li10Zn10B50Pb60O150,"220,1005,926,196",10.1007/s10854-016-4276-0,2016,val
GeSe2,"330,904",10.1007/s10854-007-9195-7,2007,train
VPb2BiO6,"560,454,192",10.1007/s10854-017-7581-3,2017,train
CaTi4Mn0.5Cu2.5O12,"818,559,759,983",10.1007/s10854-017-8150-5,2018,test
Ca0.98Y0.02Ti4Mn0.5Cu2.5O12,"818,865,559,759,983",10.1007/s10854-017-8150-5,2018,test
Ca0.95Y0.05Ti4Mn0.5Cu2.5O12,"818,865,559,759,983",10.1007/s10854-017-8150-5,2018,test
Ca0.9Y0.1Ti4Mn0.5Cu2.5O12,"818,865,559,759,983",10.1007/s10854-017-8150-5,2018,test
Li1.18P0.72O2.34Br0.1,"232,1005,360",10.1007/s10008-010-1005-0,2010,train
Li1.17P0.68O2.21Br0.15,"232,1005,360",10.1007/s10008-010-1005-0,2010,train
Li1.16P0.64O2.08Br0.2,"232,1005,360",10.1007/s10008-010-1005-0,2010,train
Na0.5Zr0.025Ti0.975Bi0.5O3,"951,192,759,3",10.1007/s10854-017-7682-z,2017,train
NaCoP3O9,"1020,499,776",10.1007/s10008-015-3114-2,2016,val
Na0.1111Co0.1111P0.3333O1,"1020,499,776",10.1007/s10008-015-3114-2,2016,val
Eu3RuO7,"226,660",10.1007/s10008-006-0106-2,2006,train
Eu2Ru2O7,"226,660",10.1007/s10008-006-0106-2,2006,train
Eu2RuO5,"226,660",10.1007/s10008-006-0106-2,2006,train
Zr0.1767Ti0.1567Pb0.3333O1,"3,759,454",10.1007/s10853-016-0280-2,2016,train
Li0.33La0.57TiO3,"759,1005,824",10.1007/s10853-016-0516-1,2017,train
AgGa2GeS5Cl,"222,271,1011,330",10.1007/s10853-007-1969-z,2007,train
Na3PSe4,"776,904,499",10.1007/s10853-017-1618-0,2018,val
Sr0.3La0.7MnO3,"824,559,300",10.1007/s10853-017-1684-3,2018,train
Li0.5Fe0.5O1,"289,1005",10.1007/s10853-016-0441-3,2017,train
LiNiOF,"423,152",10.1007/s10800-017-1104-z,2017,val
Li1Ni1O1F1,"423,152",10.1007/s10800-017-1104-z,2017,val
BaNb2Bi2O9,"40,526,192",10.1007/s10853-006-0300-8,2006,train
Zn0.5Ge0.25O1,"220,798",10.1007/s10853-017-1137-z,2017,train
Mn20Fe2Ni53Ga25,"1011,726,941,533",10.1007/s10853-017-1399-5,2017,test
Ba0.2667Sr0.0667Ti0.3333O1,"40,759,300",10.1007/s00339-013-7602-x,2013,train
HoFeO3,"805,289",10.1007/s00339-016-0082-z,2016,train
HoFe0.9Ni0.1O3,"805,289,152",10.1007/s00339-016-0082-z,2016,train
HoFe0.7Ni0.3O3,"805,289,152",10.1007/s00339-016-0082-z,2016,train
HoFe0.5Ni0.5O3,"805,289,152",10.1007/s00339-016-0082-z,2016,train
Ga10As30Te60,"505,657,1011",10.1007/s00339-017-1111-2,2017,test
Na3SrB5O10,"951,196,300",10.1007/s00339-016-9638-1,2016,val
Na0.02Te1Pb0.98,"505,776,785",10.1038/ncomms12167,2016,train
Na0.02Te1Pb0.98,"505,776,785",10.1038/ncomms12167,2016,train
Te1Pb1,"505,785",10.1038/ncomms12167,2016,train
Zr47.5Cu47.5Al5,"538,161,228",10.1038/ncomms8932,2015,train
CaZrTi2O7,"38,759,3",10.1007/s10853-016-9822-x,2016,train
Sn2P2S6,"966,499,222",10.1007/s10853-016-0091-5,2016,val
BaZr0.1Ti0.9O3,"40,759,3",10.1007/s10853-015-9663-z,2016,train
BaZr0.095Ti0.855Sn0.05O3,"40,759,3,248",10.1007/s10853-015-9663-z,2016,train
Ba0.3333Zr0.0308Ti0.2775Sn0.025O1,"40,759,3,248",10.1007/s10853-015-9663-z,2016,train
BaZr0.09Ti0.81Sn0.1O3,"40,759,3,248",10.1007/s10853-015-9663-z,2016,train
BaZr0.085Ti0.765Sn0.15O3,"40,759,3,248",10.1007/s10853-015-9663-z,2016,train
BaZr0.08Ti0.72Sn0.2O3,"40,759,3,248",10.1007/s10853-015-9663-z,2016,train
MgLaAl11O19,"835,824,671",10.1007/s10853-016-0363-0,2017,train
TiPbO3,"759,454",10.1007/s10854-008-9797-8,2009,train
Ti0.96Mn0.04PbO3,"759,454,559",10.1007/s10854-008-9797-8,2009,train
Ti0.93Mn0.07PbO3,"759,454,559",10.1007/s10854-008-9797-8,2009,train
Ti0.9Mn0.1PbO3,"759,454,559",10.1007/s10854-008-9797-8,2009,train
Ti2PbO6,"759,454",10.1007/s10854-008-9797-8,2009,train
Ca3Co3.95Ga0.05O9,"291,593,983",10.1007/s10854-013-1579-2,2014,train
Ca2.98Yb0.02Co3.95Ga0.05O9,"291,593,617,983",10.1007/s10854-013-1579-2,2014,train
Ca2.95Yb0.05Co3.95Ga0.05O9,"291,593,617,983",10.1007/s10854-013-1579-2,2014,train
Ca2.9Yb0.1Co3.95Ga0.05O9,"291,593,617,983",10.1007/s10854-013-1579-2,2014,train
Ti4Bi2O11,"759,192",10.1007/s10854-013-1234-y,2013,train
Zr0.1733Ti0.16Pb0.3333O1,"3,759,373",10.1007/s10854-013-1529-z,2013,train
BaTi0.975Sn0.025O3,"40,759,248",10.1007/s10854-013-1392-y,2013,train
BaTi0.955Sn0.045O3,"40,759,248",10.1007/s10854-013-1392-y,2013,train
BaTi0.935Sn0.065O3,"40,759,248",10.1007/s10854-013-1392-y,2013,train
Ba0.3333Ti0.325Sn0.0083O1,"40,759,248",10.1007/s10854-013-1392-y,2013,train
Ba0.3333Ti0.3183Sn0.015O1,"40,759,248",10.1007/s10854-013-1392-y,2013,train
Ba0.3333Ti0.3117Sn0.0217O1,"40,759,248",10.1007/s10854-013-1392-y,2013,train
BaTiO3,"40,759",10.1007/s10854-013-1392-y,2013,train
Sr0.15Ca0.35La0.5Fe11.45Co0.4O19,"289,824,300,881,983",10.1007/s10854-016-4314-y,2016,val
Li0.6667Ti0.3333O1,"759,1005",10.1007/s10854-013-1294-z,2013,train
Li0.6Mg4.2V3O12,"835,1005,303",10.1007/s10854-014-1755-z,2014,train
FeBiO3,"289,192",10.1007/s10854-013-1517-3,2013,train
Na2MoO4,"951,208",10.1007/s10854-013-1255-6,2013,train
Fe0.3333Bi0.3333O1,"289,192",10.1007/s10854-013-1196-0,2013,train
Sr2ZnSi2O7,"220,300,746",10.1007/s10854-010-0250-4,2011,train
Ba0.18La0.67MnZn0.15O3,"40,249,824,559",10.1007/s00339-016-9805-4,2016,train
Ba0.13La0.67MnZn0.2O3,"40,249,824,559",10.1007/s00339-016-9805-4,2016,train
Fe2CoO4,"289,943",10.1007/s00339-016-9798-z,2016,train
Fe1.5CoBi0.5O4,"289,943,192",10.1007/s00339-016-9798-z,2016,train
Nb1.333Zn0.667Bi2O7,"526,220,192",10.1007/s00339-013-7655-x,2014,train
Ca2Mg3TiTa1.75Sb0.25O12,"835,812,114,759,983",10.1007/s10854-009-0045-7,2010,train
Ca2Mg3TiNb1.75Sb0.25O12,"835,812,759,526,983",10.1007/s10854-009-0045-7,2010,train
Ba3Ti4Nb4O21,"40,759,526",10.1007/s10854-008-9798-7,2009,train
Rb0.2Ag0.8I1,"125,708",10.1038/nature19078,2016,train
Mg0.97Fe0.03SiO3,"835,289,746",10.1038/nature19777,2016,train
Li1.5Al0.5Ge1.5P3O12,"360,1005,671,798",10.1038/srep13271,2015,train
YPdBi,"1019,984,25",10.1038/srep02181,2013,train
TaSe2,"904,357",10.1038/srep24068,2016,val
Ta0.5Se1,"904,357",10.1038/srep24068,2016,val
BaMn0.05Cu0.05Zn1.9As2,"989,228,657,628,533",10.1038/srep15507,2015,val
BaMn0.15Cu0.15Zn1.7As2,"989,228,657,628,533",10.1038/srep15507,2015,val
BaMn0.25Cu0.25Zn1.5As2,"989,228,657,628,533",10.1038/srep15507,2015,val
BaMn0.4Cu0.4Zn1.2As2,"989,228,657,628,533",10.1038/srep15507,2015,val
Na0.22Mn0.5O1,"951,242",10.1038/srep01946,2013,train
